No	Judul Tesis	Klasifikasi	Skor	Keywords	Klasifikasi_2	Skor_2	Keywords_2	Perlu_Review
819	PENGEMBANGAN MODEL ANALISIS KEBIJAKAN INDUSTRI PENGOLAHAN BUAH MENGGUNAKAN METODOLOGI DINAMIKA SISTEM	Sistem Manufaktur	1	industri	Sistem Industri dan Rantai Nilai	1	kebijakan	True
829	SEGMENTASI PASAR REMAJA BANDUNG BERDASAR PADA SIKAP TERHADAP SEKOLAH DAN SIKAP TERHADAP BELANJA (STUDI KASUS: PRODUK PAKAIAN)	Sistem Manufaktur	1	produk		0		False
830	PENGEMBANGAN MODEL KEBIJAKAN INDUSTRI KOMPONEN OTOMOTIF	Sistem Manufaktur	1	industri	Sistem Industri dan Rantai Nilai	1	kebijakan	True
831	RANCANGAN SISTEM DISTRIBUSI GULA PASIR UNTUK PABRIK GULA DI INDONESIA DENGAN PERBAIKAN OUTPUT LAYANAN DI TINGKAT PENGECER (STUDI KASUS SISTEM DISTRIBUSI PT PERKEBUNAN NUSANTARA IX)	Sistem Manufaktur	3	distribusi;pabrik	Sistem Industri dan Rantai Nilai	2	perkebunan	True
832	MODEL SIMULASI ANTRIAN KENDARAAN JALUR KELUAR GERBANG TOL CIAWI	Sistem Manufaktur	1	simulasi	Sistem Industri dan Rantai Nilai	1	kendaraan	True
843	USULAN PERANCANGAN ULANG INTERFACE PRODUK TELEPON GENGGAM DENGAN MEMPERHATIKAN KARAKTERISTIK PENGGUNA USIA LANJUT	Sistem Manufaktur	1	produk	Ergonomi dan Rekayasa Kerja	1	interface	True
850	ANALISIS KANDUNGAN TEKNOLOGI TERHADAP PERFORMANSI BISNIS INDUSTRI SKALA KECIL (Studi Kasus : Industri Kecil Sektor Logam Bandung)	Sistem Manufaktur	1	industri		0		False
855	PENGEMBANGAN MODEL AUTOMATED MULTILATERAL NEGOTIATION (AMN) UNTUK KOORDINASI PENJADWALAN PEKERJAAN OUTSOURCING	Sistem Manufaktur	2	penjadwalan		0		False
860	ANALISIS KEBIJAKAN INDUSTRI PUPUK DI WILAYAH JAWA BARAT	Sistem Manufaktur	1	industri	Sistem Industri dan Rantai Nilai	1	kebijakan	True
867	MODEL PENJADWALAN BATCH PADA JOB SHOP DENGAN KELOMPOK MESIN HETEROGEN UNTUK MEMINIMASI TOTAL WAKTU TINGGAL AKTUAL	Sistem Manufaktur	3	penjadwalan;mesin		0		False
874	IDENTIFIKASI FAKTOR-FAKTOR PRODUKSI YANG SECARA SIGNIFIKAN BERPENGARUH PADA OUTPUT SEKTOR INDUSTRI FARMASI DI INDONESIA ( PERIODE TAHUN 1976 -1997 )	Sistem Manufaktur	2	produksi;industri		0		False
877	USULAN METODE PEMODELAN KOLABORASI KNOWLEDGE PADA KLASTER INDUSTRI KECIL	Sistem Manufaktur	1	industri		0		False
881	KAJIAN KEBIJAKSANAAN PENGEMBANGAN PENDIDIKAN SEBAGAI PENDORONG PERTUMBUHAN SEKTOR INDUSTRI DI INDONESIA	Sistem Manufaktur	1	industri	Sistem Industri dan Rantai Nilai	1	pertumbuhan	True
884	MODEL ANALISIS KINERJA KLASTER INDUSTRI KECIL (KLASTER SUPPLY CHAIN), Studi Kasus : Industri Kecil Tekstil dan Produk Tekstil di Bandung	Sistem Manufaktur	4	supply chain;industri;produk	Manajemen Industri	1	kinerja	False
888	IDENTIFIKASI PERAN PENGETAHUAN DALAM KOORDINASI PENYELESAIAN PEKERJAAN DENGAN SIMULASI PERMAINAN	Sistem Manufaktur	1	simulasi		0		False
891	MEMPELAJARI PERFORMANSI METODA ROC DAN CI EXTENDED DARI KONSEP TEKNOLOGI KELOMPOK PADA PROSES PENGERJAAN SEKUMPULAN KOMPONEN YANG HARUS DIKERJAKAN DI DUA MESIN CELL EMCO FMS INDUSTRIAL TYPE	Sistem Manufaktur	1	mesin		0		False
895	PENGEMBANGAN MODEL PERSEDIAAN KOMPONEN SUKU CADANG BERDASARKAN KEANDALAN Studi Kasus pada PT. United Tractors	Sistem Manufaktur	2	persediaan		0		False
896	PENGEMBANGAN SISTEM PERENCANAAN DAN OPERASI PROSES CHEMICAL MILLING DI PT. IPTN BANDUNG	Sistem Manufaktur	2	chemical milling		0		False
903	USULAN PERANCANGAN ULANG INTERFACE PRODUK TELEPON GENGGAM DENGAN MEMPERHATIKAN KARAKTERISTIK PENGGUNA USIA LANJUT	Sistem Manufaktur	1	produk	Ergonomi dan Rekayasa Kerja	1	interface	True
904	ANALISIS PERANCANGAN KEBIJAKAN PENGEMBANGAN PRODUKSI BUAH-BUAHAN DI INDONESIA DENGAN PENDEKATAN SISTEM DINAMIK (STUDI KASUS PENGEMBANGAN PRODUKSI BUAH MANGGA DI JABAR)	Sistem Manufaktur	1	produksi	Sistem Industri dan Rantai Nilai	1	kebijakan	True
905	ANALISIS PRODUKTIVITAS FAKTOR TOTAL (TFP) SEKTOR INDUSTRI MANUFAKTUR DI INDONESIA DAN KAITANNYA DENGAN KEBIJAKAN LIBERALISASI PERDAGANGAN	Sistem Manufaktur	3	manufaktur;industri	Manajemen Industri	2	produktivitas	True
907	SUATU KAJIAN ANALITIK MENGENAI PENENTUAN SEKTOR INDUSTRI NASIONAL YANG MENDAPATKAN PRIORITAS PENGEMBANGAN	Sistem Manufaktur	1	industri	Sistem Informasi dan Keputusan	1	analitik	True
908	PENGEMBANGAN METODA PENEMPATAN ORDER PADA BAHAN BAKU UNTUK MEMAKSIMALKAN PEMAKAIAN BAHAN BAKU STUDI KASUS : BENGKEL SHEET METAL FORMING PT IPTN BANDUNG)	Sistem Manufaktur	2	sheet metal forming		0		False
914	PANJANG WAKTU PRODUKSI DAN PERBAIKAN PROSES OPTIMAL UNTUK SISTEM YANG MENGALAMI DETERIORASI	Sistem Manufaktur	1	produksi		0		False
916	IDENTIFIKASI KARAKTERISTIK INDUSTRI KECIL BORDIR SUATU STUDI PADA INDUSTRI KECIL BORDIR DI DAERAH BUKITTINGGI DAN SEKITARNYA	Sistem Manufaktur	1	industri		0		False
917	OTOMASI PERENCANAAN URUTAN PERAKITAN PRODUK DENGAN MEMPERTIMBANGKAN TITIK LOKASI MATING DAN VOLUME KOMPONEN	Sistem Manufaktur	5	perakitan;otomasi;produk		0		False
925	USULAN METODE PENJADWALAN PERMINTAAN PEKERJAAN ( WO ) PEMELIHARAAN ( STUDI KASUS PT. PJB UHAR GRESIK )	Sistem Manufaktur	2	penjadwalan		0		False
929	ALGORITMA PENJADWALAN ULANG PADA INDUSTRI KIMIA PROCESS BATCH SPACE 1 DAN SPACE 2	Sistem Manufaktur	3	penjadwalan;industri		0		False
930	PENGEMBANGAN PROTOTYPE SISTEM CNC-RETROFIT MILLING	Sistem Manufaktur	4	CNC;prototype		0		False
931	ANALISIS HUBUNGAN ANTARA KINERJA PERUSAHAAN DENGAN HARGA SAHAMNYA ( STUDI KASUS PADA PERUSAHAAN DI INDUSTRI ROKOK DI BURSA EFEK JAKARTA PERIODE 1993-1997 )	Sistem Manufaktur	1	industri	Manajemen Industri	1	kinerja	True
937	ESTIMASI KEMUNGKINAN PAILITNYA PERUSAHAAN PUBLIK DENGAN MENGGUNAKAN INFORMASI AKUNTANSI (STUDI KASUS PADA PERUSAHAAN MANUFAKTUR SEKTOR BARANG KEBUTUHAN KONSUMEN)	Sistem Manufaktur	2	manufaktur	Manajemen Industri	1	konsumen	True
938	ALOKASI STASIUN KERJA INSPEKSI PADA SISTEM MANUFAKTUR	Sistem Manufaktur	2	manufaktur		0		False
940	PENGEMBANGAN ALGORITMA PENJADWALAN DAN PENJADWALAN ULANG DENGAN MEKANISME PAKSA PADA MESIN DAN JOB	Sistem Manufaktur	3	penjadwalan;mesin		0		False
951	ANALISIS PERFORMANSI INDUSTRI KECIL MANUFAKTUR MENURUT PERSEPSI PENGUSAHA (STUDI KASUS: PERUSAHAAN INDUSTRI KECIL ELEKTRONIKA,KUNINGAN: INDONESIA)	Sistem Manufaktur	3	manufaktur;industri	Ergonomi dan Rekayasa Kerja	2	persepsi	True
952	ANALISIS PERFORMANSI INDUSTRI KECIL MANUFAKTUR MENURUT PERSEPSI PENGUSAHA (STUDI KASUS: PERUSAHAAN INDUSTRI KECIL/ ELEKTRONIKA, KUNINGAN: INDONESIA)	Sistem Manufaktur	3	manufaktur;industri	Ergonomi dan Rekayasa Kerja	2	persepsi	True
959	PERENCANAAN PERAKITAN TEROTOMASI UNTUK INTEGRASI PROSES DESAIN DAN PERENCANAAN PRODUKSI	Sistem Manufaktur	3	perakitan;produksi		0		False
971	MODEL ONGKOS PERPANJANGAN GARANSI SUB ASSEMBLY FRAME SEPEDA MOTOR	Sistem Manufaktur	2	assembly		0		False
973	PENGEMBANGAN MODEL SISTEM PERSEDIAAN PERIODIC REVIEW DENGAN SATU EMERGENCY ORDER	Sistem Manufaktur	2	persediaan		0		False
974	ANALISIS PENGEMBANGAN WILAYAH MELALUI PENDEKATAN KLASTER INDUSTRI STUDI KASUS PERIKANAN LAUT KABUPATEN SUKABUMI, PROPINSI JAWA BARAT	Sistem Manufaktur	1	industri		0		False
975	KARAKTERISTIK PRODUK PANGAN YANG SESUAI UNTUK INDUSTRI KECIL	Sistem Manufaktur	2	industri;produk		0		False
981	PROFIL KEMAMPUAN INDUSTRI KECIL DAN KARAKTERISTIK KERJASAMA SUBKONTRAK INDUSTRI KECIL-INDUSTRI BESAR/MENENGAH: Studi Kasus Industri Manufaktur Kode ISIC: 38 di Kodya Bandung dan Sekitarnya	Sistem Manufaktur	3	manufaktur;industri		0		False
982	MEMPELAJARI SISTEM KERJASAMA PRODUKSI UNTUK MENDAPATKAN BIAYA PRODUKSI MINIMUM PADA PERUSAHAAN MANUFAKTUR	Sistem Manufaktur	3	manufaktur;produksi	Manajemen Industri	1	biaya	False
985	USULAN STRATEGI GLOBAL LIPPO BANK DALAM MENGHIMPUN DANA MASYARAKAT MELALUI PRODUK TABUNGAN	Sistem Manufaktur	1	produk	Sistem Industri dan Rantai Nilai	1	strategi	True
986	ANALISIS STRUKTURAL DAN PERFORMANSI INDUSTRI PERBANKAN INDONESIA	Sistem Manufaktur	1	industri		0		False
993	IMPLEMENTASI ALGORITMA SIMULASI PARALEL OPTIMISTIK DAN PERBANDINGANNYA DENGAN SIMULASI SEKUENSIAL	Sistem Manufaktur	1	simulasi		0		False
997	PENILAIAN KEANDALAN OPERATOR PERAKITAN MANUAL PESAWAT TELEPON TIPE PTE-991-N1 PRODUKSI PT. INTI (PERSERO) DENGAN METODE HUMAN ERROR AND CRITICALITY ANALYSIS (HECA)	Sistem Manufaktur	3	perakitan;produksi		0		False
998	IDENTIFIKASI DIMENSI DALAM DIAGNOSTIK USAHA YANG DAPAT DIGUNAKAN UNTUK MERUMUSKAN STRATEGI PERUSAHAAN DARI SEKTOR INDUSTRI KECIL	Sistem Manufaktur	1	industri	Sistem Industri dan Rantai Nilai	1	strategi	True
999	TEKNIK ANALISIS PADA PERKEMBANGAN SEKTOR INDUSTRI JAWA BARAT DALAM PERIODE PELITA III DENGAN MENGEMBANGKAN FUNGSI PRODUKSI COBB DOUGLAS	Sistem Manufaktur	2	produksi;industri		0		False
1001	ALGORITMA PENJADWALAN JOB SHOP DETERMINISTIK BERBASIS MATRIKS	Sistem Manufaktur	2	penjadwalan		0		False
1004	MODEL PENJADWALAN JOB SHOP DENGAN KELOMPOK MESIN DI MASING-MASING STASIUN KERJA	Sistem Manufaktur	3	penjadwalan;mesin		0		False
1013	ALGORITMA PEMILIHAN DIAMETER PAHAT PROSES PEMESINAN POCKET 2-1/2D DENGAN METODA HIGH SPEED MACHINING	Sistem Manufaktur	2	machining		0		False
1014	ALGORITMA PEMILIHAN DIAMETER PAHAT PROSES PEMESINAN POCKET 2-1/2D DENGAN METODA HIGH SPEED MACHINING	Sistem Manufaktur	2	machining		0		False
1017	ANALISIS SIKAP KONSUMEN TERHADAP FIGUR DALAM IKLAN DAN EFEKTIFITAS IKLAN TERSEBUT: Studi Kasus Iklan Produk Pelumas Kendaraan Bermotor	Sistem Manufaktur	1	produk	Sistem Industri dan Rantai Nilai	1	kendaraan	True
1021	KARAKTERISTIK PRODUK PANGAN YANG SESUAI UNTUK INDUSTRI KECIL	Sistem Manufaktur	2	industri;produk		0		False
1023	STUDI MENGENAI TAHAPAN PENGUASAAN KEMAMPUAN TEKNOLOGI PADA INDUSTRI KECIL SUB-SEKTOR INDUSTRI BARANG DART LOGAM (KLUI:38): Studi Kasus Sentra Industri Kecil Logam Kab. Tegal	Sistem Manufaktur	1	industri		0		False
1025	PENGEMBANGAN PROTOTYPE SISTEM CNC-RETROFIT MILLING	Sistem Manufaktur	4	CNC;prototype		0		False
1032	PENGEMBANGAN ARSITEKTUR SIMULASI BERORIENTASI OBJEK DENGAN PEMODELAN BERBASIS UNIFIED MODELING LANGUAGE: Studi kasus sistem jalan tol Surabaya - Gresik	Sistem Manufaktur	1	simulasi		0		False
1033	STUDI MENGENAI PROSES MUNCULNYA SENTRA INDUSTRI KECIL BERDASARKAN KELENGKAPAN ELEMEN-ELEMEN PEMBENTUK ( STUDI KASUS : SENTRA INDUSTRI KECIL DI DESA CIGENTUR )	Sistem Manufaktur	1	industri		0		False
1038	PENJADWALAN FLOW SHOP KELOMPOK MESIN HETEROGEN UNTUK MEMINIMASI TOTAL ACTUAL FLOW TIME	Sistem Manufaktur	3	penjadwalan;mesin		0		False
1041	MODEL PENJADWALAN PADA SISTEM PRODUKSI FLOW SHOP DENGAN KENDALA INTERVAL KETIDAKTERSEDIAAN MESIN	Sistem Manufaktur	4	penjadwalan;produksi;mesin		0		False
1042	MODEL PENJADWALAN PADA SISTEM PRODUKSI SHOFDENGAN KENDALA INTERVAL KETIDAKTERSEDIAAN MESIN	Sistem Manufaktur	4	penjadwalan;produksi;mesin		0		False
1062	ANALISIS ERGONOMIS TENTANG KERJA PEMBATIK PADA INDUSTRI BATIK TULIS	Sistem Manufaktur	1	industri		0		False
1063	IDENTIFIKASI KARAKTERISTIK DAN PENGELOMPOKAN INDUSTRI KIMIA DI INDONESIA	Sistem Manufaktur	1	industri		0		False
1070	PENENTUAN KONFIGURASI OPTIMAL FASILITAS SISTEM VOICEMAIL DENGAN PENDEKATAN SIMULASI KOMPUTER: Studi Kasus di PT. INDOSAT Jakarta	Sistem Manufaktur	1	simulasi	Sistem Informasi dan Keputusan	1	komputer	True
1077	STUDI PERBAIKAN SISTEM KERJA DALAM RANGKA PENINGKATAN KAPASITAS PRODUKSI AKTUAL: Studi Kasus Perusahaan Percetakan	Sistem Manufaktur	1	produksi		0		False
1078	ANALISIS FAKTOR-FAKTOR YANG BERPENGARUH TERHADAP STRUKTUR MODAL DAN HUBUNGANNYA DENGAN PENENTUAN NILAI PERUSAHAAN PADA INDUSTRI TEKSTIL DI KOTA MAJALAYA KABUPATEN BANDUNG	Sistem Manufaktur	1	industri	Manajemen Industri	1	nilai	True
1080	PENGEMBANGAN ALGORITMA PERSEDIAAN UNTUK DUA PRODUK DENGAN ADANYA POTONGAN HARGA DAN KETERBATASAN PINJAMAN UANG DAN GUDANG PENYIMPANAN (KASUS PERUSAHAAN PENJUALAN KOMPUTER	Sistem Manufaktur	5	persediaan;gudang;produk	Sistem Informasi dan Keputusan	1	komputer	False
1081	STRUKTUR PASAR DAN PERFORMANSI INDUSTRI PERBANKAN INDONESIA	Sistem Manufaktur	1	industri		0		False
1082	PENGEMBANGAN MODEL PERSEDIAAN UNTUK SISTEM DISTRIBUSI DUA JENJANG DENGAN KEBUTUHAN BERDISTRIBUSI NORMAL DAN WAKTU TENGGANG TETAP	Sistem Manufaktur	4	distribusi;persediaan		0		False
1086	PERKEMBANGAN INDUSTRI KECIL: Studi Kasus Industri Kelapa Terpadu Sulawesi Utara, Indonesia	Sistem Manufaktur	1	industri		0		False
1094	STUDI PERBANDINGAN METODA SAMPEL BERUKURAN TETAP DAN METODA BERURUTAN LAW DAN CARSON PADA SIMULASI KEADAAN MANTAP SISTEM ANTRIAN M/M/1	Sistem Manufaktur	1	simulasi		0		False
1096	MEMPELAJARI SISTEM LOGISTIK DALAM HUBUNGANNYA DENGAN PENENTUAN TINGKAT PERSEDIAAN UNTUK PEMENUHAN KEBUTUHAN DISTRIBUSI PADA DEPOT LOGISTIK JAWA TIMUR	Sistem Manufaktur	6	logistik;distribusi;persediaan	Sistem Industri dan Rantai Nilai	2	depot	False
1097	IDENTIFIKASI URUTAN MASALAN STRATEGIS DARI PERUSAHAAN INDUSTRI KECIL MENURUT KELOMPOK JENIS USAHANYA DI KOTAMADYA SEMARANG	Sistem Manufaktur	1	industri		0		False
1101	Penerapan Simultan Engineering pada Pengembangan Konsep Produk yang Berorientasi pada Perbaikan QFD	Sistem Manufaktur	1	produk		0		False
1103	Penjadwalan Batch Ekonomis Untuk Produk N Komponen Pada Sistem Produksi Flow Shop Dengan Peningkatan Kapasitas Produksi	Sistem Manufaktur	4	penjadwalan;produksi;produk		0		False
1111	Analisis Kandungan Teknologi Terhadap Performansi Bisnis Industri Skala Kecil (Studi Kasus : Industri Kecil Sektor Logam Bandung)	Sistem Manufaktur	1	industri		0		False
1113	Alokasi stasiun kerja inspeksi pada sistem manufaktur.	Sistem Manufaktur	2	manufaktur		0		False
1114	Algoritma penjadwalan ulang pada industri kimia process Batch , Space 1 dan Space 2	Sistem Manufaktur	3	penjadwalan;industri		0		False
1115	Model penjadwalan pemetikan dengan pendekatan programa dinamis minimasi biaya pemetikan: studi kasus pada perkebunan Ciater PT. Perkebunan Nusantara VIII.	Sistem Manufaktur	2	penjadwalan	Sistem Industri dan Rantai Nilai	2	perkebunan	True
1118	Rancangan Sistem Distribusi Gula Pasir untuk Pabrik Gula di Indonesia dengan perbaikan output layanan di tingkat pengecer	Sistem Manufaktur	3	distribusi;pabrik	Manajemen Industri	1	layanan	False
1119	Prototipe sistem manufaktur berbasis WEB pada bengkel, pemesinan dengan mesin vertical machining center tunggal.	Sistem Manufaktur	5	manufaktur;machining;mesin	Sistem Informasi dan Keputusan	1	web	False
1120	Analisis kebijakan pengembangan industri kecil di Indonesia	Sistem Manufaktur	1	industri	Sistem Industri dan Rantai Nilai	1	kebijakan	True
1122	Identifikasi faktor-faktor produksi yang secara signifikan berpengaruh pada output sektor industri farmasi di Indonesia periode tahun 1976-1997.	Sistem Manufaktur	2	produksi;industri		0		False
1126	Perbandingan algoritma simulasi paralel konservatif dan algoritma simulasi sekuensial pada sistem antrian	Sistem Manufaktur	1	simulasi		0		False
1130	PENGEMBANGAN MODEL PENJADWALAN BATCH SUMBER SERENTAK UNTUK SYSTEM PRODUKSI FLOW SHOP	Sistem Manufaktur	3	penjadwalan;produksi		0		False
